
Host: WE41476

Timers On : Wed Nov 24 21:45:48 2021
Timers Off: Wed Nov 24 21:45:51 2021

Wall Time:        2.18 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
| DFH: AO Construction              :      0.033u      0.000s      0.019w      1 calls
| DFH: AO-Met. Contraction          :      0.017u      0.000s      0.010w      1 calls
HF: Form core H                     :      0.017u      0.000s      0.007w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.002w      1 calls
HF: Guess                           :      0.050u      0.017s      0.044w      1 calls
| SAD Guess                         :      0.050u      0.017s      0.042w      1 calls
HF: Form G                          :      1.133u      0.017s      0.688w      7 calls
| RV: Form V                        :      1.117u      0.017s      0.683w      7 calls
| | Properties                      :      0.333u      0.000s      0.177w   3136 calls
| | Functional                      :      0.300u      0.000s      0.252w   3136 calls
| | V_xc                            :      0.467u      0.000s      0.230w   3136 calls
| JK: D                             :      0.000u      0.000s      0.000w      7 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w      7 calls
| JK: JK                            :      0.017u      0.000s      0.005w      7 calls
| | DFH: compute_JK()               :      0.017u      0.000s      0.005w      7 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w      7 calls
| | | DFH: compute_J                :      0.017u      0.000s      0.004w      7 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w      7 calls
HF: Form F                          :      0.000u      0.000s      0.000w      7 calls
HF: Form D                          :      0.000u      0.000s      0.000w      7 calls
HF: DIIS                            :      0.000u      0.000s      0.011w      6 calls
| DIISManager::add_entry            :      0.000u      0.000s      0.002w      6 calls
| DIISManager::extrapolate          :      0.000u      0.000s      0.001w      6 calls
| | bMatrix setup                   :      0.000u      0.000s      0.000w      6 calls
| | bMatrix pseudoinverse           :      0.000u      0.000s      0.000w      6 calls
| | New vector                      :      0.000u      0.000s      0.000w      6 calls
HF: Form C                          :      0.017u      0.017s      0.005w      6 calls
Libint2ERI::Libint2ERI              :      0.000u      0.017s      0.007w      2 calls

**************************************************************************************

Host: WE41476

Timers On : Fri Dec  3 16:30:01 2021
Timers Off: Fri Dec  3 16:31:01 2021

Wall Time:       59.99 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.067u      0.000s      0.045w      1 calls
DFH: sparsity prep                  :      0.033u      0.000s      0.021w      1 calls
Libint2ERI::Libint2ERI              :      0.050u      0.000s      0.034w      5 calls
DFH: initialize()                   :      0.100u      0.033s      0.080w      1 calls
DFH: AO Construction                :      0.033u      0.000s      0.026w      1 calls
DFH: AO-Met. Contraction            :      0.017u      0.017s      0.009w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.010w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.002w      1 calls
HF: Guess                           :      0.067u      0.017s      0.052w      1 calls
SAD Guess                           :      0.050u      0.017s      0.050w      1 calls
HF: Form G                          :      1.317u      0.017s      0.839w      7 calls
RV: Form V                          :      1.300u      0.017s      0.833w      7 calls
Properties                          :      0.367u      0.017s      0.213w   3136 calls
Functional                          :      0.450u      0.000s      0.311w   3136 calls
V_xc                                :      0.483u      0.000s      0.281w   3136 calls
JK: D                               :      0.000u      0.000s      0.000w      7 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w      7 calls
JK: JK                              :      0.017u      0.000s      0.005w      7 calls
DFH: compute_JK()                   :      0.017u      0.000s      0.005w      7 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w      7 calls
DFH: compute_J                      :      0.017u      0.000s      0.004w      7 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w      7 calls
HF: Form F                          :      0.000u      0.000s      0.000w      7 calls
HF: Form D                          :      0.000u      0.000s      0.000w      7 calls
HF: DIIS                            :      0.017u      0.017s      0.013w      6 calls
DIISManager::add_entry              :      0.000u      0.017s      0.002w      6 calls
DIISManager::extrapolate            :      0.000u      0.000s      0.002w      6 calls
bMatrix setup                       :      0.000u      0.000s      0.001w      6 calls
bMatrix pseudoinverse               :      0.000u      0.000s      0.000w      6 calls
New vector                          :      0.000u      0.000s      0.001w      6 calls
HF: Form C                          :      0.017u      0.000s      0.007w      6 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.067u      0.000s      0.045w      1 calls
DFH: sparsity prep                  :      0.033u      0.000s      0.021w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.014w      1 calls
DFH: initialize()                   :      0.100u      0.033s      0.080w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.010w      2 calls
| DFH: AO Construction              :      0.033u      0.000s      0.026w      1 calls
| DFH: AO-Met. Contraction          :      0.017u      0.017s      0.009w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.010w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.002w      1 calls
HF: Guess                           :      0.067u      0.017s      0.052w      1 calls
| SAD Guess                         :      0.050u      0.017s      0.050w      1 calls
HF: Form G                          :      1.317u      0.017s      0.839w      7 calls
| RV: Form V                        :      1.300u      0.017s      0.833w      7 calls
